,t0,t1,cps,cps_err,flux,flux_err,counts,expt,detrad,cps_apcorrected,flux_apcorrected
0,844406748.0,844406778.0,4.271464387515207,0.39714450345527325,8.799216638281327e-16,8.181176771178628e-17,115.67951717775198,27.081934129162892,30.189395390233358,4.555927347696898,9.38521033625561e-16
1,844406778.0,844406808.0,3.7660189096196137,0.372825995358768,7.757998953816404e-16,7.68021550439062e-17,102.03581099487872,27.09381270875903,32.041317856509394,4.016821161480083,8.27465159264897e-16
2,844406808.0,844406838.0,3.89019280667168,0.37876161623703386,8.013797181743661e-16,7.802489294482898e-17,105.48976643451317,27.116847847129385,28.189570280956595,4.149264558433864,8.54748499037376e-16
3,844406838.0,844406868.0,4.490613876106224,0.40672511688869367,9.250664584778821e-16,8.37853740790709e-17,121.90161033363341,27.145867735868073,26.909371378125368,4.789671342197668,9.866722964927196e-16
4,844406868.0,844406898.0,3.739289569547936,0.37113407851196206,7.702936513268748e-16,7.645362017346418e-17,101.51179976287536,27.147349215628598,31.41059414706719,3.9883117510365853,8.215922207135365e-16
5,844406898.0,844406928.0,3.9333530375120827,0.38053321271670787,8.10270725727489e-16,7.838984181964182e-17,106.8416830983993,27.163003696708245,33.24993989145024,4.195299093239647,8.642316132073672e-16
6,844406928.0,844406958.0,3.422675206723338,0.3549407098230608,7.050710925850076e-16,7.311778622355053e-17,92.98646780061469,27.167774382435283,28.697868204587785,3.650612099722078,7.52026092542748e-16
7,844406958.0,844406988.0,3.4486495487126327,0.3561576650576895,7.104218070348023e-16,7.336847900188403e-17,93.7591229991492,27.187199416696053,26.9545216751526,3.6783162321393768,7.577331438207116e-16
8,844406988.0,844407018.0,4.269172269369736,0.3962349538482148,8.794494874901655e-16,8.162440049273224e-17,116.0865197260687,27.191809653351548,32.07389683554645,4.553482583373534,9.38017412174948e-16
9,844407018.0,844407048.0,4.244435959985908,0.3949987821685791,8.74353807757097e-16,8.136974912672729e-17,115.46449418438438,27.20373101936676,33.85880108589316,4.527098931731191,9.325823799366253e-16
10,844407048.0,844407078.0,3.291930394375856,0.34782360429017795,6.781376612414264e-16,7.165166248377666e-17,89.57425098863683,27.21025059997356,28.915777822437967,3.5111601900012865,7.23298999140265e-16
11,844407078.0,844407108.0,4.107273520563696,0.38848470455621953,8.460983452361214e-16,8.002784913858122e-17,111.77878941234945,27.21483944341952,26.916355907186798,4.3808020058649895,9.024452132081878e-16
12,844407108.0,844407138.0,4.273622386690989,0.39627819622899985,8.803662116583437e-16,8.163330842317397e-17,116.30327287049683,27.214213692040524,32.94121771442586,4.558229061247414,9.389951866169672e-16
13,844407138.0,844407168.0,3.8875248338356085,0.3778687974854924,8.008301157701353e-16,7.784097228201144e-17,105.84352366705431,27.226455956198816,34.36250806079213,4.146418908955367,8.541622952448055e-16
14,844407168.0,844407198.0,5.024150905623897,0.42953363855943694,1.034975086558523e-15,8.848392954324401e-17,136.81414131309887,27.231296169856854,28.669842137712582,5.358739868413933,1.10390041289327e-15
15,844407198.0,844407228.0,4.348107195961576,0.39951290501182357,8.957100823680846e-16,8.229965843243565e-17,118.4510350507083,27.241976729718846,26.756744798768104,4.637674269905989,9.553608996006337e-16
16,844407228.0,844407258.0,4.2331659949362965,0.39417465929387235,8.720321949568771e-16,8.11999798145377e-17,115.33289559262347,27.24506804849713,33.38765153055181,4.515078430722881,9.301061567289135e-16
17,844407258.0,844407288.0,3.834331705624679,0.3751706509678019,7.898723313586839e-16,7.728515409936718e-17,104.45317553974913,27.24155956213285,34.77780959026591,4.089683324729477,8.424747648942722e-16
18,844407288.0,844407318.0,4.107247402865262,0.3882169930867511,8.46092964990244e-16,7.997270057587073e-17,111.93158262931841,27.252213380482917,28.765555125440017,4.380774148829133,9.024394746588013e-16
19,844407318.0,844407348.0,5.018211065855154,0.4291734604505423,1.0337514795661618e-15,8.840973285281171e-17,136.72002583088346,27.24477389186598,26.31894090165604,5.352404458355872,1.1025953184213097e-15
20,844407348.0,844407378.0,4.067290456712646,0.3862949024059203,8.378618340828051e-16,7.957674989561957e-17,110.8593737869576,27.256320876714266,33.16851761859244,4.338156225046549,8.93660182359589e-16
21,844407378.0,844407408.0,2.9481097870933954,0.3251152474853894,6.073106161412394e-16,6.697374098199021e-17,82.22665613864193,27.891314122229804,35.822629238169036,3.1444424638747743,6.477551475582035e-16
