#tic_id,n_sectors,n_outbursts,n_flares,ampl_max,ampl_mean,fwhm_max,fwhm_mean,bol_energy_max,bol_energy_mean,M_CME_max,M_CME_mean,tessmag,teff,radius,logg,type,tess_rot,kelt_rot,rot,FFD_alpha,FFD_beta,preb_chem,ozone_depl_cons,ozone_depl_perm,duplicates
9210746,1,29,40,0.19758145528293738,0.017505655919088266,0.059287938458187674,0.008376662964838225,8.227226815033203e+33,6.330090497796854e+32,3.5861888277747e+20,5.626096914182697e+19,8.72831,3406.0,0.555151,4.6895,M0-M4,nan,nan,nan,-0.797870780535506,25.70556596967573,0,0,0,0
9664841,1,1,1,0.011489419792321638,0.011489419792321638,0.008584036422818317,0.008584036422818317,nan,nan,nan,nan,10.577,nan,0.526,4.75004,nan,4.92012,nan,4.92012,nan,nan,0,0,0,0
9708387,1,3,5,0.020044839360641768,0.00969247549503664,0.018559825774039574,0.009559014322738887,9.995837652480472e+34,4.1466405131263015e+34,2.2773521342649674e+21,9.748359220836399e+20,8.1065,5841.0,1.39706,nan,FGK,1.15952,nan,1.15952,-0.5090634944879674,16.51523511953638,0,0,1,0
12359032,1,5,6,0.030015953133946234,0.02130418856040703,0.016335872392789587,0.012716886587610504,5.161885139302607e+34,4.303642582118254e+34,1.270057312542212e+21,9.525589613797966e+20,11.5881,5471.0,0.900509,4.51136,FGK,2.333903,nan,2.333903,-1.8164816334339544,61.92199918466381,0,1,1,0
12359079,1,1,1,0.01727647272376613,0.01727647272376613,0.008613634499452948,0.008613634499452948,5.448455958622974e+34,5.448455958622974e+34,1.4073724681481505e+21,1.4073724681481505e+21,10.7543,6208.0,1.06017,4.46287,FGK,2.67712,nan,2.67712,nan,nan,0,0,0,0
12377787,1,1,1,0.06220921162794171,0.06220921162794171,0.0064354247930262206,0.0064354247930262206,1.6586892397990103e+34,1.6586892397990103e+34,5.1209648894851285e+20,5.1209648894851285e+20,13.0924,4496.0,0.680152,4.62411,FGK,1.33856,nan,1.33856,nan,nan,0,0,0,0
12393800,1,3,4,0.036720344820237436,0.01991867196141623,0.024976536623990957,0.013745857632683397,2.7804781030692674e+35,1.0594437719726947e+35,3.105656686531747e+21,1.618440170358789e+21,10.7399,5571.0,1.31267,4.19298,FGK,1.027411,nan,1.027411,nan,nan,0,0,0,0
12421477,1,6,11,0.17747949151073808,0.05334420332640712,0.033103259362018,0.010682265217172924,1.1014991990014942e+34,4.0796369851556235e+33,6.444320976136674e+20,2.0831838303376572e+20,11.701,3461.0,0.581786,4.66667,M0-M4,0.358996,nan,0.358996,-0.6213584730907471,20.037926475906605,0,0,0,0
12423835,1,13,21,1.9493858059222449,0.2876624293134611,0.05480950508766045,0.016348936054333747,9.43985969010857e+33,3.125025956258875e+33,4.955213388196901e+20,1.616284866488366e+20,12.9949,3190.0,0.332948,4.89093,M4-M10,2.844444,nan,2.844444,-0.8133710190739505,26.603387077512668,0,0,0,0
12471629,1,4,5,0.08017298583725979,0.03139498071328331,0.008837268674977465,0.005688966547969283,7.679971515521302e+32,4.643231344771697e+32,9.777619196745469e+19,6.381499736568918e+19,11.7126,3213.0,0.443879,4.78697,M0-M4,2.2294,nan,2.2294,-1.5735562677229102,50.46830526797102,0,0,0,0
12474920,1,4,4,0.0421026441031159,0.030950635170946456,0.006772147508200874,0.004699989081245744,1.4602411086488733e+33,8.710704339412552e+32,1.9471518085139045e+20,1.0670758644767003e+20,11.4875,3509.0,0.454112,4.77786,M0-M4,nan,nan,nan,-1.0090887486652327,32.209076099304454,0,0,0,0
12509218,1,22,25,0.1516658292949426,0.0461296826295483,0.012379981352101586,0.005481862773121581,3.118902950686909e+33,6.925799216768815e+32,1.4187634617062754e+20,7.0922049751674135e+19,11.4937,3192.0,0.431167,4.79836,M4-M10,0.83507,nan,0.83507,-1.3054516803296408,42.340405040062436,0,0,0,0
12931952,1,3,3,0.22738508510956773,0.12176727143716774,0.008782835911058058,0.0037912793275590513,3.685132628986505e+32,2.3265403075094772e+32,6.443408032214876e+19,5.032241739725681e+19,12.4529,3171.0,0.222593,5.02598,M4-M10,0.350149,nan,0.350149,nan,nan,0,0,0,0
12996375,1,1,2,0.19085468824753396,0.1730237583235834,0.01214268226458846,0.008341245398212998,1.2246795006864944e+33,8.970157232405283e+32,1.2267801715576947e+20,7.76172635078257e+19,15.3331,3064.0,0.233985,5.00876,M4-M10,1.1033,nan,1.1033,nan,nan,0,0,0,0
13060575,1,2,2,0.010092932882101925,0.006983186445081778,0.019024583303381307,0.01213918296307519,3.3324408143294024e+32,3.2727966331196426e+32,5.635623375216679e+19,4.930881859063605e+19,9.217,3565.0,0.425124,4.8038,M0-M4,nan,nan,nan,nan,nan,0,0,0,0
20891744,1,3,4,0.04083069792863329,0.02196882172043918,0.01779761625323721,0.010409001914239407,1.8355187831437854e+35,6.912748589229591e+34,2.558121652929589e+21,1.1715663677825481e+21,11.1144,5155.0,1.23517,4.19463,FGK,1.54275,nan,1.54275,nan,nan,0,0,0,0
20892891,1,9,10,0.20887175725685786,0.07500506079667378,0.012307350927410046,0.005055349665839851,7.276981038536024e+33,1.7604561623087097e+33,3.779491165247669e+20,1.3133165199680555e+20,11.5143,3516.0,0.490161,4.74603,M0-M4,4.790643,nan,4.790643,-0.8494877129094527,27.320435814121577,0,0,0,0
24292848,1,1,1,0.0050092943355034385,0.0050092943355034385,0.006659875788337384,0.006659875788337384,7.771670709019497e+33,7.771670709019497e+33,3.1309399971468706e+20,3.1309399971468706e+20,7.791,6032.7,0.909791,4.5694,FGK,nan,nan,nan,nan,nan,0,0,0,0
25078924,2,2,3,0.043698468807271004,0.032296349208954744,0.019731209742703287,0.008553440270431785,2.826086036105241e+35,1.0970658753536069e+35,4.0043085369765323e+21,1.7618108816871478e+21,10.705,5737.0,1.21763,4.27563,FGK,0.6793585,nan,0.6793585,nan,nan,0,0,0,0
25081629,2,3,4,0.8598602550730545,0.36274616906708695,0.005961551040470126,0.0031599353641644685,1.8401463406440084e+33,1.0187148309062121e+33,1.6848050196837643e+20,8.478195778325733e+19,14.0971,3153.0,0.282889,4.94514,M4-M10,0.274577,nan,0.274577,nan,nan,0,0,0,0
25118964,2,21,28,0.6294865838123964,0.0872421317003758,0.03038390505988569,0.005650208863775009,3.4067456681281324e+33,1.1911208257727928e+33,2.779138791097305e+20,1.030568741563066e+20,12.0301,3323.0,0.508369,4.73009,M0-M4,1.017008,nan,1.017008,-1.2229347835318578,39.68863574903101,0,0,0,0
25132694,1,1,1,0.0037551118764535874,0.0037551118764535874,0.004028359585741566,0.004028359585741566,1.5673007776470613e+33,1.5673007776470613e+33,1.3260060500050685e+20,1.3260060500050685e+20,9.2048,5175.0,0.835607,4.53855,FGK,nan,nan,nan,nan,nan,0,0,0,0
25132999,2,8,11,0.6142963189216653,0.1071098446143731,0.024982814259272585,0.007136040645031253,4.799387259691165e+34,1.051186937154799e+34,9.990852656201185e+20,3.143313208703459e+20,10.8124,3945.0,0.606897,4.64539,FGK,4.92012,nan,4.92012,-0.5059002807278784,15.961001543303093,0,0,0,0
25153167,1,1,1,0.24619527037823133,0.24619527037823133,0.002902881894371972,0.002902881894371972,3.038665065209429e+32,3.038665065209429e+32,4.148543702201708e+19,4.148543702201708e+19,13.5675,3036.0,0.182652,5.09724,M4-M10,0.37348400000000004,nan,0.37348400000000004,nan,nan,0,0,0,0
25200252,1,14,19,1.3546003182496071,0.12833405109071197,0.06529608736430073,0.009214732575387031,1.427701641476606e+33,3.6349537818450835e+32,1.2809070235954286e+20,4.227455483129046e+19,10.955,3223.0,0.264868,4.96698,M0-M4,1.205592,nan,1.205592,-0.7628283953793111,24.13940627405839,0,0,0,0
25243422,1,8,8,0.17021521681671353,0.06888506204109006,0.004401404939271141,0.0025270887816198893,4.8835112351644844e+32,1.7624491112467066e+32,5.198577010150972e+19,3.0664912564591698e+19,11.9169,3138.0,0.27841,4.95042,M4-M10,0.958129,nan,0.958129,-1.0903926939213437,34.31735532660333,0,0,0,0
